,name,nb_reviews,location,rating,header,content,date,responded,response_date,response,company
22,klant,11,NL,1,The most horrible online experience…,"The most horrible online experience ever.

I am dealing with the customer service team regarding a  returned item and refund since the first day of the lockdown in December and today the 5th March so almost reaching 4 months now with no refund.",2021-03-05 17:02:21+00:00,0,,-,mediamarkt.nl
23,Sara Alashiri,1,SE,1,I ordered a washing and a drying…,I ordered a washing and a drying machine that had the wrong size and customer support has been terrible. Although the machines have never been started they will withdraw a fee from the original price. The return arrend transferred to a email conversation from their part after my call and it takes them several days to reply. Everything with their service is horrible,2021-03-04 12:02:08+00:00,0,,-,mediamarkt.nl
24,samy ramaraj,1,DE,1,Very worst support team.,Very worst support team.. no proper response incase of any query..,2021-03-01 17:07:10+00:00,0,,-,mediamarkt.nl
25,Paula,1,NL,1,"Ordered a printer, got a mount bracket for a tv. Website seems to be set up to NOT contact them","I ordered a printer, got a mount bracket for a tv. Can't find a button on their website to call them, or contact them. Don't order here.",2021-02-27 16:03:02+00:00,0,,-,mediamarkt.nl
26,Timothy A,1,NL,1,"No contact whatsoever, even after formal compliant","Returned my headphones for repair. Got it back without the problem being fixed. I returned it again last december. Now, 2 months later, i still haven't heard back from Mediamarkt, despite several calls and compliants. 

Do not buy here, use Bol.com or Coolblue!",2021-02-24 18:39:57+00:00,0,,-,mediamarkt.nl
27,Lilly Dohrn,1,NL,1,"broken washing machine, by far the worst service","By far the worst service I have ever experienced.
My advice, do not make the same mistake and order from media markt.
I ordered a washing machine one month ago and a broken washing machine was installed. To summarise, we still don't have a working washing machine and did not get our money back. We have been calling for I don't know how many times. The waiting time is outrageous and since we still don't have a working washing machine all this time was basically a waste. We thought today we would finally get one delivered, however people only came to pick up the broken machine. Now, we are not even receiving answers to all the emails we sent, nor did we get our money back or have a working washing machine.
I am very very disappointed with this terrible service.",2021-02-15 13:40:04+00:00,0,,-,mediamarkt.nl
28,Almeta,2,BR,1,Very bad service after-sales wise,"Very bad service after-sales wise. Delivered washingmachine had installation included within a deal. When they delivered it they left without installing it as they forgot to mention it on the order (they admitted this).

Now 2 years and a few month later the machine is having technical issues and I'm asked to pay full repairing costs. In the Netherlands we have these laws which point at Decent product life. They completely ignore these and insist me on paying nonetheless. Never buying anything here again....",2021-02-15 12:09:43+00:00,0,,-,mediamarkt.nl
29,Jagadeesan Babu,1,NL,1,IPhone 12 Pro Max (1349 Euros) is not delivered but charged :(,"I have ordered an IPhone 12 Pro Max (1349 Euros) :( from Mediamarkt for the Same Day delivery on 29 Jan 2021. Order Number: 83933292. Incident Number (210202-073610)

I didn't get the order so I have called the customer care. They said, I will get it on Monday (Feb-1). I was tracking their logistics URL from trunkrs. On Feb-1 Monday, Around 19:15 the status suddenly changed to delivered.

parcel-trunkrs-nl = MM000744984
Postcode: 1083JM.

But I didn't get the delivery. Suddenly I called the Mediamarkt, they said you have to wait maybe next day they will deliver. I waited. No delivery yet.

I called them they raised an incident. It's been more than two weeks.
Every other day spending more than an hour to get into customer service call (More than 10 times).

I hear the same status as it's been forwarded to the right department. But no one contacted me yet for the refund.

I paid through my credit card. Now I need to pay it back soon. Not sure when these guys will react.

We bought all our Home appliances and electronics from Mediamarkt.

Mediamarkt cannot penalize like this for such a good customer.

I cannot believe such a big organization can be this lethargic such a big flaw from their end .

Lessons learned: Never order anything in Mediamarkt online. They don't care about the delivery.",2021-02-15 12:00:25+00:00,0,,-,mediamarkt.nl
30,M. Tello,4,NL,2,I bought a laptop but ...,"I bought a laptop but ...

ASUS VivoBook S14 (S433FA- EB500T)

Laptop is perfect but there is very important difference between the description and the real laptop The HDD is not 1t it is 512mb !!!! I called Mediamarkt but the client services is very bad and they spoke with very bad way Then I sent Email to them and they told me to return the laptop but I want this laptop with 1t And I ask them to change the description but they did not They have no solution

When I wrote this review on there website they sent to me this Email:

Ons personeel heeft de beoordeling van je recente aankoop gecontroleerd. We waarderen je bijdrage zeer maar kunnen je beoordeling helaas niet publiceren omdat deze niet aan alle richtlijnen voldoet. Wanneer je review aan de richtlijnen voldoet publiceren we deze alsnog graag!",2021-02-13 01:30:43+00:00,0,,-,mediamarkt.nl
31,U.,4,NL,3,Quick and friendly delivery! Bad sellers at shops.,"Thank you MM Zoetermeer for a quick and super friendly delivery! (Delivery from shop, not via post.nl) It really makes your day when you get a friendly delivery guy at your door :) I'd give you more stars, but I don't like the agressieve (up)sellers at the shop. Because of them I hate visiting your shops.",2021-02-12 12:49:34+00:00,0,,-,mediamarkt.nl
32,Arman Demirkılıç,1,NL,1,Waiting 4 months on my 360euro,"Waiting 4 months on my 360euro.
7 times called customer support. 
Sended a few e-mail. Still waiting.

1 call to customer support takes 50-60min waiting time. 7 hours waited for no reason. 
1 time my phone felt, screen broken. Cmon guys... give my money back.. I have everthing on my receipt. I dont want to go to the geschillen commissie.",2021-02-10 15:07:42+00:00,0,,-,mediamarkt.nl
33,Pawandeep Singh,1,BE,1,Very poor delivery service,"I had ordered an LG 65 inch OLED TV 20 days ago, and after two failed attempts, they have not yet delivered my TV and no one is picking up the phone at delivery customer care.",2021-02-08 10:44:26+00:00,0,,-,mediamarkt.nl
34,Klant,2,NL,1,Ordered a SSD through the webshop,Ordered a SSD through the webshop. after two weeks of calls and emails I still didn't recieve my order or my money back.,2021-02-04 16:42:13+00:00,0,,-,mediamarkt.nl
35,Jesper,2,NL,1,Twitter bot does not work for customer…,"Twitter bot does not work for customer service, you cannot call them, they promise delivery within a day (but still no delivery after one week or any idea when to expect a delivery) and even cancelling an order is difficult: no email confirmation mail after days. Don’t order something at MediaMarkt!",2021-02-03 10:56:30+00:00,0,,-,mediamarkt.nl
36,aqt,2,NL,4,Poor communication,My item wasn't delivered on the scheduled day and I wasn't notified.,2021-01-31 15:34:02+00:00,0,,-,mediamarkt.nl
37,BA,7,NL,1,MediaMarkt.nl sold me 2nd hand product out of warranty after I ordered online!,"They sold me 2nd hand product out of factory warranty after I ordered online.

I purchased Bose Home 500 speaker MediaMarkt.nl online store. After I registered the product on Bose website it shows me that it is out of warranty. I have another Bose product that show it is under warranty. How come 1 month old product is out of warranty. I contacted customer service of MediaMarkt via Twitter. After asking me order number no more replies. I called their phone number no answer at all. They are busy as usual. Their website doesn’t work for return. After I put invoice and item id numbers it doesn’t find any product. This just stinks!

No more ordering/buying anything from MediaMarkt. Even unknown websites are more trustworthy than MediaMarkt!",2021-01-30 12:46:39+00:00,0,,-,mediamarkt.nl
38,Yousra Aoulad Said,2,DK,1,If I could rate with minus stars I…,"If I could rate with minus stars I would!

I ordered 2 AirPods Pro one was delivered and another one not. I then checked the tracking link and it said “return to sender” for no reason I did not refuse the parcel.

I then contacted mediamarkt several times and each and every agent I talk to tells me “ I will escalate this to the backoffice”.  Here I am 3 weeks later 220€ poorer and no AirPods no service this is ridiculous. 

At this moment I just want my money back and order it somewhere els.",2021-01-28 20:05:02+00:00,0,,-,mediamarkt.nl
39,Shiwank Gupta,4,NL,2,Worst service experience,"I ordered one of product online 3 weeks back, delivered on time. but after checking charging cable was faulty so i went to MediaMarkt Osdorp repair centre, as product was under warranty so they placed a exchange for me and promised i’ll receive product in a week at home. But yesterday i got email that says product is repaired and you can come collect from Amersfoort shop which is like 70km from my address and they say it can't be delivered to your home address. 
Its pretty annoying that customer promises has not taken care and inconvenience of collecting package from that far location. Its pretty annoying to see such service from reputable company.",2021-01-26 10:28:36+00:00,0,,-,mediamarkt.nl
40,Angry customer,1,NL,1,MediaMarkt product are second hand,"I bough two products from MediaMarkt and both were second hand. I paid price as for a new product in both cases. 
First product was Garmin watch which had recorded activities from some other person a year ago. Then they gave me another watch which had scratches on the side. Third time I returned watch and I got one which didn't have scratches or recorded activities, but I doubt it is brand new.

Yesterday I received laptop and the battery is not working. After charging the laptop for more than 20 hours, battery is still 0% and laptop can work max 40 sec. They gave me the option to repair the laptop. To repair brand new laptop?? I will definitely return that laptop.  

In the nutshell, in MediaMarkt all products are second hand, and God knows who was using those products before and how old they are.

Conclusion, don't buy there.",2021-01-23 15:56:57+00:00,0,,-,mediamarkt.nl
41,Naomi Van Halder,1,NL,1,Worst service experience,"I had the worst experience. I order my tv around the 28th of December, when the website say that before 12 o’clock same day in. Well it didn’t it came 5 days later. Then it was suppose to come on a Monday 4th-01-2021 but it didn’t come because they said I wasn’t home but with COVID everyone is home then it was suppose to come on Tuesday but the package was so named “lost” and then it arrive on Wednesday 06-01-2021 I open the box and the whole screen of the tv was broken. I call the same day to ask if they can pick it up and exchange it. They told me they will do everything, I called Thursday they didn’t put in the system that my tv needed to be picked up so someone did it but guess what it was going to be picked up on Monday 11-01-2021, I was home they didn’t come because they put that address was the Johan cryuff where your store is in zuidoost! So I called again, then I had to wait till 14-01-2021it got picked up. I called everyday. And yesterday 21-01-2021. I get to hear from your very bad service that I get my money back because they don’t have the tv nomore. I was angry been calling for a month everyday , all the mistakes your guys did and I get screamed at , talk as I was a little child. When I’m a costumer and they had to see that someone that has been calling every single day waiting and not having a tv at home and Receive a broken up and I was really angry.  They couldn’t even look for another option nothing they just said I can’t do nothing for you .Very rude service also. Never experience something like this!",2021-01-22 06:12:26+00:00,0,,-,mediamarkt.nl
42,KJ,2,CH,1,Paid for items and then never received them (TWICE),I bought a Switch and they offered a display protector as an add on for 29 chf. This was added to the price of the order and then when it shipped it said that both items shipped but the itemized receipt in the box only listed the Switch. now the display protector doesn't appear in my orders in my online account. Though I definitely paid for it and haven't received a refund. I contacted customer service with the problem days ago and have not received a reply. I also had another order which was supposed to ship immediately and haven't received an email saying that it was sent or that it is delayed...however online it says that it's already been shipped. I will never order from MediaMarkt again. EVER.,2021-01-21 09:25:01+00:00,0,,-,mediamarkt.nl
43,Bill Gates,3,ES,1,CRIMINALS,"Reported them to my Bank for fraud. 

I spent 1500 Euros on a Gaming PC and I was signed up for a ""free"" Insurance plan. Only the Insurance isn't ""free"" They tried to take 5 euros a month from me and won't let me cancel when I phone them they tell me to visit the store, when I visit the store they tell me to phone them they are Criminals and they are taking Money from my Bank account that I never agreed to. I'm going to my Bank now to open a Fraud investigation and I'm going to report this to the Police as well. Also I am never buying anything from MediaMarkt ever again. CRIMINALS",2021-01-19 12:24:25+00:00,0,,-,mediamarkt.nl
44,DissapointedCustomer,1,NL,1,Worst support ever !,"This is the poorest customer support I have encountered! The employees do not even pretend that they are willing to help you, you are getting the feeling that they are always sending you away and want to finish the chat with you the fast they can and make you stop asking more questions.
So now it has been 3 weeks, and I still haven't resolved my issue.
The story is long but in short:
- ordered a product
- delivery company said that I refused the parcel but I never received anything from them
- contacted their chat support and I was told that they will re-send my package to my address
- after 2 days I am receiving an email from them with a refund invoice, so they started the refunding process instead of re-sending my order
- contacting them again through chat and I was told that there is no promise that they can cancel the refund process and I will get an exchange (the same product in exchange.. well how will that would work, the product had a discount so will they exchange the same product at the same price?)
- when discussing on chat, what the employee was explaining seemed too complicated so I just asked her to finish the refund and send me the money back, I do not want the product anymore
- was informed by them on chat I will receive the money back in 5-7 working days
- today, the 7days are gone, no money, contact them again on chat and they told me that it was a mistake, i will get the money in 8 working days and that if I want to get answers to my questions, to call their call center.

Hopefully will receive my money back tomorrow..

I am never buying from MediaMarkt again!",2021-01-14 15:23:35+00:00,0,,-,mediamarkt.nl
45,Nikhita Trikha,2,GB,1,Absolutely pathetic service!,"Absolutely pathetic service!! I placed an order for a Washing machine 3 weeks ago and have not received any update and I called to check the status, the lady was rude and did not help with any update, just said you will need to wait for an email. When I asked for the complaints team email she said we don’t have one. I asked to speak with a manager she said, I am now going to hang up and just hung up!!!!",2021-01-07 11:18:09+00:00,0,,-,mediamarkt.nl
46,Joceline Pertel,2,DE,1,"No delivery, no reimbursment","I have made a purchase on the 13th of December that should have been delivered on the 20th. It was then not delivered. I cancelled the order; and was promised I would get my money back within the week. I haven't gotten my money back. In any other circumstances I would show more understanding, but after several calls, customer support is mostly unhelpful, cannot communicate deadlines nor do they seem to have procedures in place. On top of that all out of the 6 people I spoke with on the phone only ONE had some empathy. The poor team cannot solve ANYTHING on their own (everything has to be forwarded elsewhere - which leads to 15 days waiting for a reply and still going).",2021-01-04 14:11:38+00:00,0,,-,mediamarkt.nl
47,Charalampos Kritikakis,2,GB,1,Declined monthly payments due to... language,"I was about to order form MediaMarkt Belgium my full house electronics. When I asked to pay monthly I was told it is possible by the contact service, but when I went in store (Antwerp) to sign the paperwork, I was told that I should at least speak one of the national languages to sign (while fulfilling all the requirements). 

I suggested the option to circumvent this issue by me translating the original document and reading it myself, while signing it in the current language (knowing what it says I could sign any document in any language). They rudely declined in person and normally declined by email without even discussing a case that would cost the company 3-4K (with monthly payments this would have gone even higher or even considering future purchases etc.).

I am convinced that I am not the only case that has occured in a multi-national country and a multi-national company, not to mention that many would argue that this discrimination is borderline racist!

Hope someone sees that and take action, cause it is definately not a good practice and most certainly not a good image for the company itself.",2021-01-02 13:40:43+00:00,0,,-,mediamarkt.nl
48,Sam Zakhezin,1,NL,1,Looks like MediaMarkt NL have fake stock data,Looks like MediaMarkt have fake stock data. I created order 83229424 17.12.2020 with products that are in `Online in stock` and even 2 weeks later still available for delivery tomorrow. In 1 week got just 1 email with text `We expect to have the product back in stock by week 53.` ....,2020-12-28 16:13:20+00:00,0,,-,mediamarkt.nl
49,Amir Soleimani,1,NL,1,poor customer service,They have very poor customer service. You cannot even call them. You go through a stupid automatic chat process and water 1-2 hours there and at the end nothing!,2020-12-28 11:14:32+00:00,0,,-,mediamarkt.nl
50,Riccardo Borla,1,CH,1,Their sudden unilateral cancellation of my order after 1.5 months' waiting time,"Ordered a C64-maxi games console during black Fridays' period sales, declared delivery time 7 days. After 1.5 months' waiting and several calls to their fully demotivated and uninterested customer service line, they cancelled unilaterally my order via auto-email simply stating they will refund what l paid, no explanation, apologies and no other compensation. Luckily I was not a child waiting for my Xmas present. Beware guys, totally unreliable vendor, I suspect they're regularly placing fake discounts as baits to capture attention. And funnily the item I had ordered is still available for sale on their site with 7 days delivery time...",2020-12-27 11:28:29+00:00,0,,-,mediamarkt.nl
51,Mona K Art,2,GB,1,Warning !!!!!!!!!!!,"Warning !!!!!!!!!!!
😭🤑😭👾👾👾🤑😭🤑😭🤑😭🤑😭🤑😭🤑😭🤑😭👾👾👾🤑😭🤑😭👾👾👾🤑
Company media markt - branch in Poland, does not want to give back to customers money for returned goods. Holds cash for over 3 weeks, for some customers over 2 months. There is something really bad going on with the Media Markt now!!!!!",2020-12-25 17:42:15+00:00,0,,-,mediamarkt.nl
52,Jennifer Yii,1,NL,1,Media markt irresponsible!,"We bought a Nintendo switch bundled with a ring fit and the games sd cards..only sd card was delivered by their transporter Dynalogic. Upon several calls, Dynalogic said only one package was given by media markt and that it is now my problem to follow up with media markt. Calling media markt was also useless. All I get is a standard answer their back office will investigate  and call me back..so far silence. Media markt definitely  does not seem to do an honest business.",2020-12-24 16:40:35+00:00,0,,-,mediamarkt.nl
53,dgans,2,GR,1,From greece.Customer servise tha dont…,From greece.Customer servise tha dont exist. very big latancy to my order.only lies ftom the emplees. bad bad bad,2020-12-24 11:55:22+00:00,0,,-,mediamarkt.nl
54,Myrto Costopoulos,3,FR,1,Just forget about Media Markt,"Just forget about Media Markt. I ordered online and asked for the click away service. I received my tracking number but it is impossible to track my order. I have called many times, no one answers. Hopefully I didn't pay online, I was supposed to pay at the shop. I finally ordered from Kotsovolos : excellent service!",2020-12-23 10:51:45+00:00,0,,-,mediamarkt.nl
55,Patrick,1,GR,1,They stole my money !!!,"I am waiting for over 1.5 month for a refund, which I have not yet received. They never called me or replied to my e-mails. I have called over 13 times to their call centre which only says ""we sent an e-mail to the responsible department"". MediaMarkt steals you money. Stay away from them and choose their competitors !!!!",2020-12-22 14:28:52+00:00,0,,-,mediamarkt.nl
56,Customer from Netherlands,2,NL,1,Do not order anything from MediaMarkt…,"Do not order anything from MediaMarkt unless you want to feel completely worthless and helpless, and angry for paying money and receiving nothing, and on top of that spending days of your precious time begging for assistance.",2020-12-21 21:19:45+00:00,0,,-,mediamarkt.nl
57,Ceylan Susar,1,NL,1,Horrible customer service,One star is even too much. Horribla customer service.We bought tv 2.5 years ago. It got broken just after warranty time. We send to mediamrkt for repair. Paid 150 euro to fix it. When we get the tv they lost remote control and cable couldnt even use it after repair. Then we opened it with another cable and realized more damage before repair. Basically repair company broke the tv instead of fixing and now asking for more money. This is FRAUD.Cant even find anyone to talk about and complain. No TV for more than 1 month,2020-12-21 15:58:12+00:00,0,,-,mediamarkt.nl
58,Neha Abhishek Jain,1,NL,1,Horrible customer service,"Horrible customer service, they do not care anything after the purchase.  making offers at the time of buying and then denying after the product is being sold.

Very irresponsible",2020-12-19 11:15:53+00:00,0,,-,mediamarkt.nl
59,Nastasiia Rusnak,1,NL,1,So we ordered the washing machine from…,"So we ordered the washing machine from Mediamarkt online. No complaints about the washing machine, it came a couple of days later fine. But then we realised that the connection to the pipes and tubes of the washing machine is on the 3rd floor of our townhouse and it's too heavy even to drag it on the floor. So we decided to go to the store and order the installation of it, which is available when you order it online, but it's much harder to get it after you already received the item. So we came through several circles of hell. First we went to the service department, the girl said it's impossible to get the installation, then we came to the man in the department of the washing machines in the store and he said ok, i'll do the apointment. We paid 20 euros for it, waited till the date he said they will come. Nobody came. Went back to the store to know what's wrong, he said they will call on Monday. Nobody called. Went back to store, they said in the customer department there is no appointment even created. And he created for us an appointment for installation. No confirmation on email, no calls, nobody came. Now we have to return the washing machine, because I can't lift it on the 3rd floor and install it. And it's much easier to return it, than just to get someone come and install it. Just ridiculous.",2020-12-17 13:15:43+00:00,0,,-,mediamarkt.nl
60,Anonymous,1,NL,1,They kept me waiting 2 and a half hours…,"They kept me waiting 2 and a half hours for a product they did not have in stock, and all the while making me roam around the store from one department to the next, in the end for leave without the product I wanted. FULL BS AND A COMPLETE WASTE OF MY TIME.",2020-12-14 21:29:23+00:00,0,,-,mediamarkt.nl
61,John Sjouke Dalstra,1,NL,1,Poor Service at Mediamarkt,"Until today I was a customer of MediaMarkt Bijlmer.
Today I went their service bar to have a screen protector fitted to my ipad, The protector was not purchased there. 
The worker said ok and that the cost was to be 5 euro, which was fine.
Then his Manager stepped in and denied service as the protector was not purchased there, glass protectors for my model not available there.
The service bar was not busy and this service has been provided before.
Over the years I have spent thousands in that store, that ends today, also since when was the service center changed to media markt products only, this is not what they advertise! 
Totally unimpressed with them and am unlikely to visit that store again.
I have an advanced form of ALS and have no use of my left arm or hand.",2020-12-12 14:14:07+00:00,0,,-,mediamarkt.nl
62,Janira BP,4,NL,1,Terrible service from the manager,"Two weeks ago we went on a Friday at 7.40pm and it was closed when its closing time is at 8pm. The manager was at the door arguing with all the customers who wanted to enter, also the manager was very rude and was speaking very badly and arrogantly to the customers. Terrible service. I do not recommend it",2020-12-11 09:55:39+00:00,0,,-,mediamarkt.nl
63,nikol,3,GR,4,Decent,"Even though you cannot find the phone number of customer service online, I can share it for NL 088-4640464 also they answer the e-mails within 3-5 days.

I made an order on black Friday that had to be canceled. I called them and I was on hold 35 mns, which is decent since it was super busy.

They canceled my order even though it was already with the carrier and i received my refund.",2020-12-09 13:29:01+00:00,0,,-,mediamarkt.nl
64,Chris Firman,4,NL,1,This is the WORST company I have ever…,"This is the WORST company I have ever dealt with. Not only did I not receive the item I ordered but it's been over a month since I was told I would receive a refund and still no refund. After waiting half an hour to speak to a customer service rep, I was told they have delivered the item and will not refund my money!!! I am so mad I could scream!!! DO NOT SHOP ONLINE AT MEDIAMARKT!!! THEY WILL STEAL YOUR MONEY!!!",2020-12-03 14:32:22+00:00,0,,-,mediamarkt.nl
65,Snezana Cosic,1,AT,1,Do not even consider them!,Do not even consider them! They are not only going to give you false information regarding the delivery dates but it is almost impossible to reach their customer service agents (who should definitely be able to speak at least basic English in a multicultural country like Austria)! We have organized all our days around their inaccurate delivery dates but still nothing. Extremely disappointed and we will definitely never buy there again.,2020-12-03 11:28:01+00:00,0,,-,mediamarkt.nl
66,Carlos Giacomelli,1,NL,1,Never again,"Never again. I bought something, and I did not even get a tracking code to know where the product is. I just wanted to know the status of it, but it is completely impossible to speak with anybody from customer service. And so far the only thing I know is that I paid a lot for a product that I have no idea where it is",2020-12-02 18:50:56+00:00,0,,-,mediamarkt.nl
67,Jay Kishan,1,DE,1,Ridiculous service..,"Ridiculous service... I am never gonna buy anything from MediaMarkt for the rest of my life. To some extent, I feel like I am scammed can't reach service at all.",2020-12-02 14:42:06+00:00,0,,-,mediamarkt.nl
68,Siya,5,DK,1,Really poor customer service,"In general there is a lot of incorrect information on their website and contacting customer service is also not going to offer you any resolution. Due to the poor service and not being able to receive the parcel within the promised time, I wanted to cancel the order and explicitly asked multiple times to have the order cancelled but never received replies other than an employee telling me that they would ""look into it"". In the end I received my parcel much later than what was promised on the website and I still have not heard from customer service, although they state on their website that it takes them about an hour to reply to messages sent through social media. I strongly recommend ordering products from any other shop before opting for MediaMarkt.",2020-12-01 13:52:56+00:00,0,,-,mediamarkt.nl
69,J Rad,1,NL,1,The worst,"The worst. Noone reachable. I was waiting on the phone for 2 hours straight, didnt get any feedback on facebook or their own website.
I was promised a voucher with my order but it wasn’t sent. Now it seems I have no possibility to reach them and claim it.",2020-11-25 17:25:03+00:00,0,,-,mediamarkt.nl
70,Hing Kin Chan,3,FR,1,Disgusting service in the refrigerator…,Disgusting service in the refrigerator department at Mediamarkt Alexa. The salesman was so rude and couldn't care less it was shocking. He should be fired without any notice!!,2020-11-25 16:36:23+00:00,0,,-,mediamarkt.nl
71,Peter,7,NL,1,"competitive prices, but total lack of client service","Tried to buy a washing mashing from them, only worked for the second time, because their delivery company refused to unpack the washing machine downstairs in order to fit in through the door. They returned it back to base, and I spend in total about 2-3 hours on hold listening to the music waiting for MediaMarkt on-call personnel to respond. The call was dropped from the queue twice after waiting for 20-30 minutes. Worst of all I was promised twice that my problem is going to be resolved and my first order is going to be re-delivered for me. In the end I just got refunded (and still waiting for the money back from the first order). I got no response from facebook or twitter communication channels. This was simply the worst ever experience of retail shopping for me. So I had to buy the same washing mashing again(!). Second time lucky the delivery team worked as expected.",2020-11-25 14:09:51+00:00,0,,-,mediamarkt.nl
72,Petar Grchevski,1,NL,1,Deliberately sold a product that's actually out of stock.,"I ordered a TV online - they said delivery time would be within 3-5 days. A few days later I receive an e-mail that the item is actually out of stock, and will be restocked at a date in the past(???). They kept selling the item within the days up until the e-mail, which shows they deliberately sold it while it was out of stock.

I call customer service to get an answer on why the restock date is in the past - they have no clue and said they would contact their back office colleagues and e-mail me by the end of the day - they never did. I try calling again - they don't pick up.

If I try to cancel the order, I would get my money back within a week, so I will be unable to buy from a competitor in time by Black Friday, meaning my best bet is to wait on them. Seeing as they did this deliberately to lock me in with a purchase, shows how predatory they are towards consumers.

Luckily, less and less people buy from them, and their stock is plummeting, so they will eventually go bankrupt. Just wish I had read these reviews before I purchased the item.",2020-11-24 18:27:15+00:00,0,,-,mediamarkt.nl
73,Liam Birnie,2,DE,1,EXCHANGE/RETURN DOESN'T EXIST... AVIOD,"After 4 days of having my printer, it was broken. I went back to the same Media Markt I bought it from. They fixed it after a long time trying to but I said I didn't want it anymore because clearly there was something wrong with it. I said I wanted an exchange or refund and they refused. I got back home and it has broken again. No point in even going back to them as customer service does not exist at this company. Unfortunately, I now have a useless printer and 80 euros less in my wallet. AVIOD THEM",2020-11-19 17:38:48+00:00,0,,-,mediamarkt.nl
74,Joana Joaninha,1,GB,1,DO NOT BUY FROM THIS COMPANY,"DO NOT BUY FROM THIS COMPANY. After ordering and paying for an LG fridge from the Portuguese branch of this company, they informed me 2 days later via email, the fridge was ""on the way"" 
They do NOT give  you the option to choose WHEN it will be delivered. It is just ""on the way"" I called to ask to select a time, they said no, their ""policy is to deliver the first time between 0800 and 2000"" (on the day of their choosing) They then stated ""if you aren't available, you can then choose a separate time"".  As they were going to deliver on a Saturday when I was walking from home giving online classes, I asked them to choose another day. They were completely and utterly inflexible. They kept saying it was their policy and refused to use any common sense whatsoever. Additionally this policy is horrific for the environment. Driving around on the offchance the customer ""might"" be at home. 
They told me I would receive a notification 30 minutes before via text that it would arrive. I did not. Their terms had stated that my old fridge has to be disconnected if I wanted them to take it. As I am diabetic and keep medicine in the fridge, I was waiting to at least know the time of arrival to limit having no fridge. They did not tell me, so when they arrived they said they couldn't take the old fridge, but to call and schedule another time no problem. Obviously, they were lying, or the company are liars. Or both. When I called the company, they told me because I had accepted the delivery and the other fridge wasn't ready (regardless of the fact it wasn't ready because I didn't know what time the new one would arrive) they absolutely refused point blank to pick up the old fridge. 
The thing that shocked me the most about  this whole process is the complete and utter lack of any kind of customer service. For a company of this size, you would think after receiving two calls from totally frustrated customers,  they would just come and pick the old fridge up. I now have to get this old fridge up two flights of stairs and into the street by myself. completely impossible.
But they do not give any thought to after care. I cannot stress strongly enough how this company should be avoided at all costs.",2020-11-14 15:02:30+00:00,0,,-,mediamarkt.nl
75,Jacob  Steyn,8,NL,1,Let op! Media Markt outlet is een waardeloos bedrijf,Media Markt outlet: Never buy here. These guys are cowboys! Contacting them via email of phone is impossible and they simply don't respond. Delivered the wrong fridge when only my wife was home and now almost 2 weeks later Im still trying to contact them. When you speak to them in dutch they can's speak dutch. Gd luck! What a tragedy! My advice is go to a reliable place.,2020-11-14 10:31:12+00:00,0,,-,mediamarkt.nl
76,Mihai Buzatu,1,BE,1,Worst costumer experience in Belgium,"Worst costumer experience in Belgium. Some uneducated and very rude staff members, from the shop all the way to their ""so called"" costumer call center.",2020-11-13 07:50:33+00:00,0,,-,mediamarkt.nl
77,Carlos Salgueiro,1,PT,1,Got robbed by cashier,"So, i got robbed by the cashier... I reached the kassa with only two items wich the total cost should be around 50 then the cashier asked me for 160 something euros wich i found strange, i asked her how much were the real cost of the ear buds i was buying and She told me 139 so i told her to cancel it, wich i found strange but because Im a Foreigner i dont want to make any trouble, i went home with just the fan heater i bought for 49€ when it should be only 12.99 when i found out that She charged me for the earbuds anyway and canceled another item that i didnt even bring to the cashier, so basically i got tricked and had to pay for an item that i didnt bring home.... Went to the store again and they told me they couldnt do anything about it...",2020-10-29 10:09:07+00:00,0,,-,mediamarkt.nl
78,yanky stern,1,GB,1,Bad warranty,Friday October 23 I went pick up my camera what I have gave in into the wilrijk location to repair and she told me that they didn't repair it yet and if I want to repair it I need to pay 140 euro so I told her it's a camera what have cost 170 euro so for that amount I'm buying a brand new one so let me just pick it up with out repairing then she told me that she sent me already an email what I didn't have saw by then that just for picking up the broken camera with out repairing I have to pay 55 euro because the company doesn't pay shipping if the garenty doesn't pay for that problem and that's something what the agent have to tell me before we gave it in and it wasn't right from her to tell me that she had said it when she didn't I went to gave it in with my friend and he also say that she didn't have said me that it going to cost if the warranty doesn't pay for that it's not right I lost there a lot of money but usually I'm getting good service,2020-10-25 15:07:28+00:00,0,,-,mediamarkt.nl
79,Dark,2,NL,1,For using PostNL for delivery services,For using PostNL for delivery services! Use another decent delivery service and not this garbage ffs,2020-10-21 08:37:39+00:00,0,,-,mediamarkt.nl
80,Annabelle,20,NL,1,Washer keeps breaking and can't reach CS,"I bought a washer and dryer about a year ago. The dryer broke down so I organized a repair through mediamarkt (based on warranty). It took over a month for the repair to happen, then after half a day of working on it the repairman announced he could not fix it without extra parts so it took another 1,5 weeks and he came back again. He said it was fixed. It was broken (again) after drying for 10 minutes. I call mediamarkt because I just want to get a new machine now instead of waiting 5,5 weeks again. So i call and the machine says they are busy and they can call back if you leave your number. I left my number and they never called, 5 days later i call and leave my number again, they never call back. Terrible service. I now just fixed it myself... for now.. But still want a replacement.",2020-10-20 12:34:19+00:00,0,,-,mediamarkt.nl
81,AXS Techniek,3,NL,2,Hypocrite,"The products are overpriced, the employees don't know much.
The security guards are hypocrite and wanna impress
the girls who work there..",2020-10-18 22:44:07+00:00,0,,-,mediamarkt.nl
